wick_threshold,direction,exit_type,risk_profile,total_trades,winning_trades,losing_trades,win_rate,total_pnl,total_return_pct,max_drawdown_pct,sharpe_ratio,sortino_ratio,profit_factor,expectancy,avg_win,avg_loss,final_balance
1.5,long,fixed_10,conservative,98,20,78,20.41,-3516.74,-35.17,58.15,-1.008,-5.347,0.81,-35.89,765.58,241.39,6008.14
1.5,long,fixed_10,moderate,98,20,78,20.41,-5601.79,-56.02,78.81,-1.008,-5.347,0.79,-57.16,1049.83,341.01,3739.15
1.5,long,fixed_10,aggressive,98,20,78,20.41,-8452.75,-84.53,97.21,-1.008,-5.347,0.75,-86.25,1295.23,440.48,741.02
1.5,long,fixed_10,degen,98,20,78,20.41,-9096.49,-90.96,99.77,-1.008,-5.347,0.75,-92.82,1399.22,475.39,82.06
1.5,long,fixed_12,conservative,96,19,77,19.79,-1909.63,-19.1,52.89,-0.176,-1.023,0.92,-19.89,1084.0,292.28,7536.92
1.5,long,fixed_12,moderate,96,19,77,19.79,-3880.21,-38.8,74.73,-0.176,-1.023,0.89,-40.42,1608.23,447.23,5284.28
1.5,long,fixed_12,aggressive,96,19,77,19.79,-7574.95,-75.75,96.36,-0.176,-1.023,0.84,-78.91,2150.2,628.95,1297.39
1.5,long,fixed_12,degen,96,19,77,19.79,-8714.01,-87.14,99.68,-0.176,-1.023,0.83,-90.77,2222.96,661.69,162.69
1.5,long,fixed_15,conservative,78,13,65,16.67,-3882.53,-38.83,58.19,-0.856,-2.06,0.8,-49.78,1218.82,303.5,5708.62
1.5,long,fixed_15,moderate,78,13,65,16.67,-6295.94,-62.96,80.67,-0.856,-2.06,0.78,-80.72,1676.5,432.16,3122.84
1.5,long,fixed_15,aggressive,78,13,65,16.67,-9100.26,-91.0,99.07,-0.856,-2.06,0.72,-116.67,1799.89,499.98,219.42
1.5,long,fixed_15,degen,71,13,58,18.31,-9522.86,-95.23,100.44,-0.262,-0.624,0.68,-134.12,1528.76,506.84,-141.31
1.5,long,fixed_20,conservative,71,9,62,12.68,-3695.66,-36.96,53.76,-0.699,-1.932,0.79,-52.05,1560.2,286.09,5941.99
1.5,long,fixed_20,moderate,71,9,62,12.68,-6184.19,-61.84,77.02,-0.699,-1.932,0.75,-87.1,2071.84,400.5,3311.76
1.5,long,fixed_20,aggressive,71,9,62,12.68,-9195.36,-91.95,98.67,-0.699,-1.932,0.66,-129.51,1982.53,436.1,250.23
1.5,long,fixed_20,degen,64,9,55,14.06,-9732.19,-97.32,100.84,-0.104,-0.286,0.56,-152.07,1385.69,403.7,-192.98
1.5,long,time_20,conservative,94,24,70,25.53,-3572.4,-35.72,59.53,-1.068,-5.915,0.77,-38.0,495.57,220.95,6010.55
1.5,long,time_20,moderate,94,24,70,25.53,-5677.94,-56.78,79.86,-1.068,-5.915,0.72,-60.4,621.17,294.09,3779.79
1.5,long,time_20,aggressive,94,24,70,25.53,-8640.83,-86.41,97.4,-1.068,-5.915,0.62,-91.92,578.47,321.77,807.36
1.5,long,time_20,degen,94,24,70,25.53,-9437.48,-94.37,99.78,-1.068,-5.915,0.53,-100.4,451.36,289.57,104.35
1.5,long,time_30,conservative,86,20,66,23.26,-2000.66,-20.01,53.23,-0.088,-0.536,0.89,-23.26,817.93,278.17,7530.98
1.5,long,time_30,moderate,86,20,66,23.26,-4136.48,-41.36,74.68,-0.088,-0.536,0.85,-48.1,1131.41,405.53,5200.63
1.5,long,time_30,aggressive,86,20,66,23.26,-7976.08,-79.76,96.09,-0.088,-0.536,0.76,-92.75,1295.17,513.33,1262.49
1.5,long,time_30,degen,86,20,66,23.26,-9157.74,-91.58,99.63,-0.088,-0.536,0.73,-106.49,1217.68,507.75,169.15
1.5,long,time_40,conservative,78,14,64,17.95,-105.16,-1.05,48.19,0.527,5.258,0.99,-1.35,1418.1,311.85,9392.77
1.5,long,time_40,moderate,78,14,64,17.95,-1893.29,-18.93,68.87,0.527,5.258,0.94,-24.27,2096.74,488.24,7328.75
1.5,long,time_40,aggressive,78,14,64,17.95,-6646.82,-66.47,94.11,0.527,5.258,0.84,-85.22,2540.2,659.52,2333.67
1.5,long,time_40,degen,78,14,64,17.95,-8696.67,-86.97,99.28,0.527,5.258,0.77,-111.5,2113.13,598.13,410.22
1.5,long,rr_2,conservative,92,32,60,34.78,-3857.14,-38.57,61.05,-1.212,-2.084,0.8,-41.93,475.56,317.92,5657.03
1.5,long,rr_2,moderate,92,32,60,34.78,-6008.09,-60.08,81.95,-1.212,-2.084,0.79,-65.31,695.75,471.2,3273.76
1.5,long,rr_2,aggressive,92,32,60,34.78,-8680.55,-86.81,98.97,-1.212,-2.084,0.78,-94.35,980.5,667.61,308.25
1.5,long,rr_2,degen,84,28,56,33.33,-8985.77,-89.86,100.38,-1.494,-2.532,0.8,-106.97,1255.81,788.36,-83.73
1.5,long,rr_3,conservative,77,21,56,27.27,-3498.67,-34.99,52.62,-0.844,-1.74,0.81,-45.44,722.14,333.28,6091.29
1.5,long,rr_3,moderate,77,21,56,27.27,-5822.25,-58.22,75.59,-0.844,-1.74,0.79,-75.61,1015.09,484.63,3588.08
1.5,long,rr_3,aggressive,77,21,56,27.27,-8975.27,-89.75,98.24,-0.844,-1.74,0.73,-116.56,1164.48,596.95,328.27
1.5,long,rr_3,degen,69,19,50,27.54,-9561.62,-95.62,100.77,-0.734,-1.484,0.68,-138.57,1088.23,604.76,-141.54
1.5,short,fixed_10,conservative,77,16,61,20.78,-3356.14,-33.56,61.95,-1.269,-6.585,0.76,-43.59,653.51,226.43,6297.35
1.5,short,fixed_10,moderate,77,16,61,20.78,-5359.73,-53.6,81.0,-1.269,-6.585,0.72,-69.61,854.99,312.12,4166.1
1.5,short,fixed_10,aggressive,77,16,61,20.78,-8351.31,-83.51,97.21,-1.269,-6.585,0.65,-108.46,983.87,394.97,1056.89
1.5,short,fixed_10,degen,77,16,61,20.78,-9243.3,-92.43,99.73,-1.269,-6.585,0.61,-120.04,921.69,393.28,169.69
1.5,short,fixed_12,conservative,75,13,62,17.33,-4436.09,-44.36,61.92,-1.843,-9.128,0.68,-59.15,714.98,221.46,5251.38
1.5,short,fixed_12,moderate,75,13,62,17.33,-6558.92,-65.59,81.85,-1.843,-9.128,0.64,-87.45,879.7,290.24,3036.48
1.5,short,fixed_12,aggressive,75,13,62,17.33,-9028.11,-90.28,97.92,-1.843,-9.128,0.55,-120.37,845.06,322.8,529.46
1.5,short,fixed_12,degen,75,13,62,17.33,-9550.08,-95.5,99.85,-1.843,-9.128,0.46,-127.33,629.79,286.09,55.6
1.5,short,fixed_15,conservative,69,10,59,14.49,-3405.36,-34.05,53.11,-1.084,-6.928,0.76,-49.35,1067.36,238.63,6267.41
1.5,short,fixed_15,moderate,69,10,59,14.49,-5519.87,-55.2,73.77,-1.084,-6.928,0.72,-80.0,1390.82,329.29,4030.39
1.5,short,fixed_15,aggressive,69,10,59,14.49,-8570.93,-85.71,95.59,-1.084,-6.928,0.62,-124.22,1426.41,387.03,904.78
1.5,short,fixed_15,degen,69,10,59,14.49,-9418.87,-94.19,99.53,-1.084,-6.928,0.53,-136.51,1060.66,339.42,123.86
1.5,short,fixed_20,conservative,66,7,59,10.61,-4908.54,-49.09,63.51,-1.874,-12.061,0.59,-74.37,1019.16,204.11,4839.28
1.5,short,fixed_20,moderate,66,7,59,10.61,-7109.57,-71.1,83.44,-1.874,-12.061,0.52,-107.72,1096.17,250.56,2582.56
1.5,short,fixed_20,aggressive,66,7,59,10.61,-9342.21,-93.42,98.37,-1.874,-12.061,0.36,-141.55,739.17,246.04,354.22
1.5,short,fixed_20,degen,66,7,59,10.61,-9703.91,-97.04,99.9,-1.874,-12.061,0.22,-147.03,386.18,210.29,28.9
1.5,short,time_20,conservative,81,18,63,22.22,-6049.39,-60.49,72.6,-4.403,-16.818,0.43,-74.68,248.95,167.15,3688.26
1.5,short,time_20,moderate,81,18,63,22.22,-7930.52,-79.31,89.12,-4.403,-16.818,0.37,-97.91,260.56,200.33,1766.09
1.5,short,time_20,aggressive,81,18,63,22.22,-9487.26,-94.87,99.12,-4.403,-16.818,0.26,-117.13,180.74,202.23,220.13
1.5,short,time_20,degen,81,18,63,22.22,-9714.23,-97.14,99.95,-4.403,-16.818,0.16,-119.93,100.6,182.94,19.45
1.5,short,time_30,conservative,75,13,62,17.33,-6201.09,-62.01,73.42,-4.711,-18.542,0.37,-82.68,277.45,158.19,3565.65
1.5,short,time_30,moderate,75,13,62,17.33,-8069.81,-80.7,89.58,-4.711,-18.542,0.29,-107.6,255.97,183.83,1666.5
1.5,short,time_30,aggressive,75,13,62,17.33,-9557.35,-95.57,99.17,-4.711,-18.542,0.14,-127.43,124.42,180.24,194.73
1.5,short,time_30,degen,75,13,62,17.33,-9753.16,-97.53,99.95,-4.711,-18.542,0.06,-130.04,49.04,167.59,16.08
1.5,short,time_40,conservative,71,12,59,16.9,-4841.61,-48.42,65.15,-2.431,-11.508,0.55,-68.19,496.92,183.13,4904.77
1.5,short,time_40,moderate,71,12,59,16.9,-6936.18,-69.36,83.77,-2.431,-11.508,0.47,-97.69,520.45,223.42,2762.72
1.5,short,time_40,aggressive,71,12,59,16.9,-9231.64,-92.32,98.05,-2.431,-11.508,0.3,-130.02,323.59,222.28,482.14
1.5,short,time_40,degen,71,12,59,16.9,-9691.95,-96.92,99.83,-2.431,-11.508,0.16,-136.51,155.69,195.94,55.58
1.5,short,rr_2,conservative,85,27,58,31.76,-4200.52,-42.01,58.9,-1.99,-4.417,0.7,-49.42,360.62,240.3,5424.16
1.5,short,rr_2,moderate,85,27,58,31.76,-6215.8,-62.16,78.43,-1.99,-4.417,0.68,-73.13,480.42,330.81,3272.47
1.5,short,rr_2,aggressive,85,27,58,31.76,-8710.59,-87.11,96.81,-1.99,-4.417,0.65,-102.48,594.34,426.86,631.69
1.5,short,rr_2,degen,85,27,58,31.76,-9244.79,-92.45,99.77,-1.99,-4.417,0.64,-108.76,615.24,445.8,53.16
1.5,short,rr_3,conservative,77,16,61,20.78,-5674.26,-56.74,70.24,-2.993,-7.738,0.5,-73.69,361.29,187.79,4066.81
1.5,short,rr_3,moderate,77,16,61,20.78,-7703.7,-77.04,87.97,-2.993,-7.738,0.44,-100.05,372.93,224.11,1991.22
1.5,short,rr_3,aggressive,77,16,61,20.78,-9464.1,-94.64,99.14,-2.993,-7.738,0.33,-122.91,290.35,231.31,218.44
1.5,short,rr_3,degen,77,16,61,20.78,-9668.04,-96.68,99.97,-2.993,-7.738,0.29,-125.56,250.49,224.19,9.96
1.5,both,fixed_10,conservative,116,21,95,18.1,-5697.59,-56.98,71.32,-2.091,-8.758,0.75,-49.12,821.62,241.6,3742.37
1.5,both,fixed_10,moderate,116,21,95,18.1,-7541.33,-75.41,89.01,-2.091,-8.758,0.77,-65.01,1201.94,345.07,1665.76
1.5,both,fixed_10,aggressive,116,21,95,18.1,-8827.85,-88.28,99.35,-2.091,-8.758,0.8,-76.1,1692.17,466.98,132.61
1.5,both,fixed_10,degen,116,21,95,18.1,-8958.05,-89.58,99.98,-2.091,-8.758,0.81,-77.22,1769.78,485.51,5.22
1.5,both,fixed_12,conservative,112,19,93,16.96,-5119.45,-51.19,70.4,-1.493,-6.92,0.79,-45.71,999.05,259.15,4321.0
1.5,both,fixed_12,moderate,112,19,93,16.96,-7143.59,-71.44,88.43,-1.493,-6.92,0.79,-63.78,1456.09,374.29,2059.38
1.5,both,fixed_12,aggressive,112,19,93,16.96,-8763.0,-87.63,99.31,-1.493,-6.92,0.82,-78.24,2055.98,514.26,181.23
1.5,both,fixed_12,degen,112,19,93,16.96,-8895.5,-88.96,99.98,-1.493,-6.92,0.83,-79.42,2249.24,555.17,7.32
1.5,both,fixed_15,conservative,107,15,92,14.02,-4505.59,-45.06,62.12,-1.071,-5.909,0.81,-42.11,1299.4,260.83,4921.38
1.5,both,fixed_15,moderate,107,15,92,14.02,-6669.49,-66.69,83.32,-1.071,-5.909,0.81,-62.33,1836.24,371.88,2518.64
1.5,both,fixed_15,aggressive,107,15,92,14.02,-8815.37,-88.15,98.73,-1.071,-5.909,0.78,-82.39,2073.02,433.81,260.46
1.5,both,fixed_15,degen,107,15,92,14.02,-9213.09,-92.13,99.95,-1.071,-5.909,0.73,-86.1,1703.36,377.86,12.57
1.5,both,fixed_20,conservative,96,9,87,9.38,-5891.28,-58.91,67.47,-1.833,-11.758,0.68,-61.37,1398.98,212.44,3690.52
1.5,both,fixed_20,moderate,96,9,87,9.38,-7905.44,-79.05,86.99,-1.833,-11.758,0.66,-82.35,1740.37,270.91,1565.44
1.5,both,fixed_20,aggressive,96,9,87,9.38,-9381.68,-93.82,99.19,-1.833,-11.758,0.6,-97.73,1543.82,267.54,105.79
1.5,both,fixed_20,degen,96,9,87,9.38,-9570.05,-95.7,99.97,-1.833,-11.758,0.51,-99.69,1103.26,224.13,3.63
1.5,both,time_20,conservative,117,21,96,17.95,-6709.83,-67.1,77.66,-2.941,-15.9,0.57,-57.35,425.58,162.99,2878.65
1.5,both,time_20,moderate,117,21,96,17.95,-8420.03,-84.2,92.59,-2.941,-15.9,0.55,-71.97,488.95,194.67,1097.85
1.5,both,time_20,aggressive,117,21,96,17.95,-9481.81,-94.82,99.66,-2.941,-15.9,0.48,-81.04,424.85,191.7,65.47
1.5,both,time_20,degen,117,21,96,17.95,-9594.57,-95.95,99.99,-2.941,-15.9,0.43,-82.0,349.7,176.44,2.29
1.5,both,time_30,conservative,96,22,74,22.92,-1147.98,-11.48,50.51,0.201,1.361,0.95,-11.96,901.22,283.44,8312.09
1.5,both,time_30,moderate,96,22,74,22.92,-3196.07,-31.96,72.46,0.201,1.361,0.9,-33.29,1261.09,418.11,6023.52
1.5,both,time_30,aggressive,96,22,74,22.92,-7506.07,-75.06,95.63,0.201,1.361,0.81,-78.19,1435.19,528.11,1565.05
1.5,both,time_30,degen,96,22,74,22.92,-9000.11,-90.0,99.57,0.201,1.361,0.75,-93.75,1208.16,480.81,210.84
1.5,both,time_40,conservative,95,18,77,18.95,-1112.77,-11.13,57.09,0.224,1.9,0.95,-11.71,1132.83,279.27,8336.97
1.5,both,time_40,moderate,95,18,77,18.95,-3173.53,-31.74,77.86,0.224,1.9,0.9,-33.41,1611.58,417.95,6017.69
1.5,both,time_40,aggressive,95,18,77,18.95,-7456.2,-74.56,97.01,0.224,1.9,0.82,-78.49,1908.43,542.96,1540.31
1.5,both,time_40,degen,95,18,77,18.95,-8902.39,-89.02,99.75,0.224,1.9,0.77,-93.71,1653.23,502.08,206.27
1.5,both,rr_2,conservative,130,36,94,27.69,-5880.4,-58.8,76.38,-2.308,-6.096,0.72,-45.23,420.1,223.45,3552.38
1.5,both,rr_2,moderate,130,36,94,27.69,-7647.8,-76.48,91.82,-2.308,-6.096,0.74,-58.83,617.07,317.68,1547.27
1.5,both,rr_2,aggressive,130,36,94,27.69,-8665.18,-86.65,99.61,-2.308,-6.096,0.81,-66.66,1008.34,478.36,114.67
1.5,both,rr_2,degen,130,36,94,27.69,-8526.41,-85.26,99.99,-2.308,-6.096,0.84,-65.59,1260.73,573.54,3.05
1.5,both,rr_3,conservative,119,24,95,20.17,-6070.45,-60.7,70.62,-2.234,-10.84,0.69,-51.01,563.24,206.19,3437.23
1.5,both,rr_3,moderate,119,24,95,20.17,-7907.24,-79.07,88.22,-2.234,-10.84,0.69,-66.45,745.77,271.64,1447.04
1.5,both,rr_3,aggressive,119,24,95,20.17,-9138.41,-91.38,99.27,-2.234,-10.84,0.7,-76.79,909.17,325.88,102.45
1.5,both,rr_3,degen,119,24,95,20.17,-9278.18,-92.78,99.97,-2.234,-10.84,0.69,-77.97,875.16,318.76,3.77
2.0,long,fixed_10,conservative,59,11,48,18.64,-4338.39,-43.38,60.31,-2.609,-14.515,0.61,-73.53,626.29,233.91,5417.08
2.0,long,fixed_10,moderate,59,11,48,18.64,-6369.02,-63.69,79.65,-2.609,-14.515,0.58,-107.95,784.69,312.51,3311.87
2.0,long,fixed_10,aggressive,59,11,48,18.64,-8891.53,-88.92,96.8,-2.609,-14.515,0.52,-150.7,883.17,387.63,735.62
2.0,long,fixed_10,degen,59,11,48,18.64,-9507.53,-95.08,99.61,-2.609,-14.515,0.52,-161.14,954.34,416.78,111.78
2.0,long,fixed_12,conservative,59,10,49,16.95,-4199.87,-42.0,56.94,-2.156,-12.255,0.66,-71.18,816.81,252.41,5538.63
2.0,long,fixed_12,moderate,59,10,49,16.95,-6267.65,-62.68,77.32,-2.156,-12.255,0.63,-106.23,1062.68,344.79,3381.16
2.0,long,fixed_12,aggressive,59,10,49,16.95,-8861.69,-88.62,96.48,-2.156,-12.255,0.58,-150.2,1248.71,435.69,715.76
2.0,long,fixed_12,degen,59,10,49,16.95,-9470.48,-94.7,99.62,-2.156,-12.255,0.59,-160.52,1348.27,468.43,98.46
2.0,long,fixed_15,conservative,51,5,46,9.8,-6923.8,-69.24,75.53,-5.252,-9.851,0.38,-135.76,863.71,244.4,2886.18
2.0,long,fixed_15,moderate,51,5,46,9.8,-8678.41,-86.78,91.62,-5.252,-9.851,0.37,-170.16,1026.39,300.23,1086.98
2.0,long,fixed_15,aggressive,51,5,46,9.8,-9706.36,-97.06,99.76,-5.252,-9.851,0.36,-190.32,1070.34,327.35,37.61
2.0,long,fixed_15,degen,47,5,42,10.64,-9749.19,-97.49,100.05,-4.78,-8.934,0.37,-207.43,1147.4,368.72,-9.99
2.0,long,fixed_20,conservative,47,3,44,6.38,-7081.66,-70.82,75.72,-5.752,-10.974,0.34,-150.67,1227.24,244.62,2738.66
2.0,long,fixed_20,moderate,47,3,44,6.38,-8771.89,-87.72,91.69,-5.752,-10.974,0.35,-186.64,1567.36,306.23,998.4
2.0,long,fixed_20,aggressive,47,3,44,6.38,-9685.84,-96.86,99.76,-5.752,-10.974,0.39,-206.08,2025.7,358.25,32.43
2.0,long,fixed_20,degen,43,3,40,6.98,-9693.48,-96.93,100.06,-5.287,-10.073,0.43,-225.43,2455.97,426.53,-8.36
2.0,long,time_20,conservative,61,16,45,26.23,-3829.69,-38.3,57.94,-1.807,-7.039,0.69,-62.78,536.05,275.7,5893.16
2.0,long,time_20,moderate,61,16,45,26.23,-5872.61,-58.73,77.67,-1.807,-7.039,0.66,-96.27,712.36,383.79,3753.85
2.0,long,time_20,aggressive,61,16,45,26.23,-8674.77,-86.75,96.34,-1.807,-7.039,0.61,-142.21,832.31,488.71,883.47
2.0,long,time_20,degen,61,16,45,26.23,-9430.54,-94.31,99.59,-1.807,-7.039,0.59,-154.6,841.22,508.67,130.62
2.0,long,time_30,conservative,56,15,41,26.79,-5171.89,-51.72,67.94,-4.427,-12.803,0.45,-92.36,280.21,228.66,4616.35
2.0,long,time_30,moderate,56,15,41,26.79,-7145.66,-71.46,85.24,-4.427,-12.803,0.41,-127.6,334.1,296.52,2587.87
2.0,long,time_30,aggressive,56,15,41,26.79,-9209.78,-92.1,98.13,-4.427,-12.803,0.37,-164.46,355.91,354.84,484.88
2.0,long,time_30,degen,56,15,41,26.79,-9615.94,-96.16,99.82,-4.427,-12.803,0.37,-171.71,377.85,372.77,63.23
2.0,long,time_40,conservative,53,11,42,20.75,-4549.14,-45.49,63.25,-2.854,-10.709,0.55,-85.83,497.0,238.48,5232.22
2.0,long,time_40,moderate,53,11,42,20.75,-6596.31,-65.96,81.88,-2.854,-10.709,0.51,-124.46,622.68,320.14,3120.39
2.0,long,time_40,aggressive,53,11,42,20.75,-9022.77,-90.23,97.41,-2.854,-10.709,0.46,-170.24,693.08,396.35,650.72
2.0,long,time_40,degen,53,11,42,20.75,-9573.4,-95.73,99.73,-2.854,-10.709,0.46,-180.63,728.37,418.7,90.96
2.0,long,rr_2,conservative,57,16,41,28.07,-4871.14,-48.71,64.24,-2.639,-4.417,0.64,-85.46,550.49,333.63,4851.89
2.0,long,rr_2,moderate,57,16,41,28.07,-7006.82,-70.07,84.08,-2.639,-4.417,0.64,-122.93,775.8,473.65,2599.31
2.0,long,rr_2,aggressive,57,16,41,28.07,-9257.42,-92.57,99.11,-2.639,-4.417,0.64,-162.41,1044.16,633.27,218.64
2.0,long,rr_2,degen,53,14,39,26.42,-9505.16,-95.05,100.3,-3.059,-5.045,0.66,-179.34,1320.59,717.78,-57.05
2.0,long,rr_3,conservative,55,10,45,18.18,-5303.24,-53.03,63.02,-2.667,-5.32,0.61,-96.42,814.71,298.9,4443.19
2.0,long,rr_3,moderate,55,10,45,18.18,-7456.31,-74.56,83.46,-2.667,-5.32,0.59,-135.57,1072.2,403.96,2198.52
2.0,long,rr_3,aggressive,55,10,45,18.18,-9440.89,-94.41,99.1,-2.667,-5.32,0.56,-171.65,1203.75,477.3,144.97
2.0,long,rr_3,degen,51,9,42,17.65,-9632.53,-96.33,100.29,-2.724,-5.349,0.54,-188.87,1274.41,502.43,-41.86
2.0,short,fixed_10,conservative,47,12,35,25.53,-574.33,-5.74,44.13,0.087,0.575,0.95,-12.22,901.12,325.36,9152.1
2.0,short,fixed_10,moderate,47,12,35,25.53,-1592.53,-15.93,63.48,0.087,0.575,0.91,-33.88,1387.7,521.28,7972.1
2.0,short,fixed_10,aggressive,47,12,35,25.53,-4885.92,-48.86,88.88,0.087,0.575,0.84,-103.96,2178.7,886.58,4384.1
2.0,short,fixed_10,degen,47,12,35,25.53,-7404.26,-74.04,97.17,0.087,0.575,0.8,-157.54,2524.9,1077.23,1719.42
2.0,short,fixed_12,conservative,45,10,35,22.22,-1155.2,-11.55,42.3,-0.205,-1.28,0.89,-25.67,943.46,302.57,8610.08
2.0,short,fixed_12,moderate,45,10,35,22.22,-2524.54,-25.25,61.83,-0.205,-1.28,0.84,-56.1,1329.48,451.98,7128.25
2.0,short,fixed_12,aggressive,45,10,35,22.22,-6148.7,-61.49,88.39,-0.205,-1.28,0.73,-136.64,1669.79,652.76,3360.4
2.0,short,fixed_12,degen,45,10,35,22.22,-8391.77,-83.92,97.52,-0.205,-1.28,0.65,-186.48,1584.51,692.48,1094.38
2.0,short,fixed_15,conservative,44,8,36,18.18,-1283.69,-12.84,37.68,-0.238,-1.854,0.89,-29.17,1307.54,326.22,8457.48
2.0,short,fixed_15,moderate,44,8,36,18.18,-2726.18,-27.26,57.1,-0.238,-1.854,0.85,-61.96,1988.35,517.58,6865.6
2.0,short,fixed_15,aggressive,44,8,36,18.18,-6307.47,-63.07,85.92,-0.238,-1.854,0.79,-143.35,2912.36,822.4,3049.74
2.0,short,fixed_15,degen,44,8,36,18.18,-8360.83,-83.61,96.39,-0.238,-1.854,0.74,-190.02,3009.52,901.03,938.68
2.0,short,fixed_20,conservative,38,5,33,13.16,-3591.14,-35.91,52.91,-1.839,-5.923,0.65,-94.5,1349.13,313.24,6222.54
2.0,short,fixed_20,moderate,38,5,33,13.16,-5683.69,-56.84,73.46,-1.839,-5.923,0.62,-149.57,1838.57,450.8,4051.37
2.0,short,fixed_20,aggressive,38,5,33,13.16,-8703.87,-87.04,95.2,-1.839,-5.923,0.57,-229.05,2292.07,611.04,941.4
2.0,short,fixed_20,degen,38,5,33,13.16,-9521.54,-95.22,99.56,-1.839,-5.923,0.55,-250.57,2344.43,643.75,99.32
2.0,short,time_20,conservative,47,11,36,23.4,-5496.35,-54.96,63.87,-8.805,-25.161,0.26,-116.94,175.86,206.41,4328.04
2.0,short,time_20,moderate,47,11,36,23.4,-7380.47,-73.8,82.16,-8.805,-25.161,0.23,-157.03,204.05,267.36,2397.82
2.0,short,time_20,aggressive,47,11,36,23.4,-9260.7,-92.61,97.24,-8.805,-25.161,0.19,-197.04,203.31,319.36,486.35
2.0,short,time_20,degen,47,11,36,23.4,-9665.76,-96.66,99.64,-8.805,-25.161,0.18,-205.65,189.27,326.32,82.06
2.0,short,time_30,conservative,45,11,34,24.44,-4483.64,-44.84,57.77,-4.808,-21.679,0.43,-99.64,308.17,231.57,5335.59
2.0,short,time_30,moderate,45,11,34,24.44,-6410.84,-64.11,77.1,-4.808,-21.679,0.38,-142.46,360.62,305.23,3355.36
2.0,short,time_30,aggressive,45,11,34,24.44,-8834.04,-88.34,95.65,-4.808,-21.679,0.28,-196.31,319.08,363.06,900.3
2.0,short,time_30,degen,45,11,34,24.44,-9555.33,-95.55,99.32,-4.808,-21.679,0.22,-212.34,240.2,358.75,192.35
2.0,short,time_40,conservative,44,9,35,20.45,-2502.45,-25.02,41.1,-1.386,-8.003,0.74,-56.87,779.12,271.84,7281.77
2.0,short,time_40,moderate,44,9,35,20.45,-4209.03,-42.09,61.11,-1.386,-8.003,0.69,-95.66,1064.09,393.88,5483.0
2.0,short,time_40,aggressive,44,9,35,20.45,-7449.13,-74.49,88.7,-1.386,-8.003,0.6,-169.3,1248.86,533.97,2148.88
2.0,short,time_40,degen,44,9,35,20.45,-8988.53,-89.89,97.49,-1.386,-8.003,0.52,-204.28,1087.95,536.57,622.02
2.0,short,rr_2,conservative,47,14,33,29.79,-3456.8,-34.57,52.62,-2.317,-5.097,0.66,-73.55,486.44,311.12,6318.63
2.0,short,rr_2,moderate,47,14,33,29.79,-5373.12,-53.73,72.56,-2.317,-5.097,0.64,-114.32,678.54,450.69,4304.87
2.0,short,rr_2,aggressive,47,14,33,29.79,-8335.69,-83.36,94.38,-2.317,-5.097,0.61,-177.36,926.12,645.5,1204.94
2.0,short,rr_2,degen,47,14,33,29.79,-9310.51,-93.11,99.43,-2.317,-5.097,0.61,-198.1,1047.75,726.64,161.89
2.0,short,rr_3,conservative,44,12,32,27.27,-2231.84,-22.32,52.17,-0.959,-2.477,0.8,-50.72,726.4,342.14,7541.74
2.0,short,rr_3,moderate,44,12,32,27.27,-3988.09,-39.88,72.65,-0.959,-2.477,0.76,-90.64,1039.31,514.37,5676.67
2.0,short,rr_3,aggressive,44,12,32,27.27,-7560.09,-75.6,94.86,-0.959,-2.477,0.7,-171.82,1454.7,781.76,1942.34
2.0,short,rr_3,degen,44,12,32,27.27,-9114.16,-91.14,99.51,-0.959,-2.477,0.69,-207.14,1681.73,915.46,302.78
2.0,both,fixed_10,conservative,78,19,59,24.36,-2580.66,-25.81,56.21,-0.655,-3.269,0.83,-33.09,678.53,262.25,7063.14
2.0,both,fixed_10,moderate,78,19,59,24.36,-4583.22,-45.83,76.8,-0.655,-3.269,0.79,-58.76,884.44,362.5,4935.33
2.0,both,fixed_10,aggressive,78,19,59,24.36,-8106.58,-81.07,96.43,-0.655,-3.269,0.7,-103.93,972.66,450.63,1331.99
2.0,both,fixed_10,degen,78,19,59,24.36,-9271.01,-92.71,99.64,-0.655,-3.269,0.65,-118.86,911.18,450.57,203.33
2.0,both,fixed_12,conservative,77,17,60,22.08,-2400.63,-24.01,54.78,-0.434,-2.288,0.85,-31.18,817.58,271.66,7243.0
2.0,both,fixed_12,moderate,77,17,60,22.08,-4492.35,-44.92,75.86,-0.434,-2.288,0.8,-58.34,1058.32,374.73,5027.57
2.0,both,fixed_12,aggressive,77,17,60,22.08,-8194.64,-81.95,96.36,-0.434,-2.288,0.7,-106.42,1142.02,460.15,1254.16
2.0,both,fixed_12,degen,77,17,60,22.08,-9310.15,-93.1,99.65,-0.434,-2.288,0.67,-120.91,1102.02,467.41,165.01
2.0,both,fixed_15,conservative,63,13,50,20.63,-2102.16,-21.02,53.25,-0.204,-0.496,0.9,-33.37,1470.56,424.39,7478.97
2.0,both,fixed_15,moderate,63,13,50,20.63,-4318.2,-43.18,74.36,-0.204,-0.496,0.88,-68.54,2383.92,706.18,4989.02
2.0,both,fixed_15,aggressive,63,13,50,20.63,-8268.45,-82.68,97.56,-0.204,-0.496,0.85,-131.25,3737.82,1137.2,615.05
2.0,both,fixed_15,degen,57,12,45,21.05,-9374.45,-93.74,101.81,0.249,0.598,0.84,-164.46,4104.93,1302.97,-513.23
